,df_index,region,income,family_member,gender,year_born,education_level,marriage,religion,occupation,company_size,reason_none_worker,age
333,5535,Seoul,3251.0,3,male,1957,5,1,religious,0,0,giving_up_economic_activities,61
334,5548,Kyeong-gi,4931.0,2,female,1954,3,2,religious,0,0,giving_up_economic_activities,64
335,5553,Seoul,2305.0,2,male,1980,5,1,non-religious,0,0,employed,38
336,5583,Seoul,2796.0,2,male,1939,5,1,non-religious,0,0,no_intention_to_work,79
337,5602,Seoul,6639.0,4,male,1968,7,1,religious,510,10,employed,50
338,5616,Seoul,8423.0,4,male,1964,8,1,religious,873,5,employed,54
339,5639,Seoul,11885.0,4,male,1962,7,1,religious,235,10,employed,56
340,5653,Seoul,2029.0,2,male,1943,5,1,non-religious,0,0,no_intention_to_work,75
341,5667,Seoul,5200.0,2,male,1940,6,1,religious,0,0,no_intention_to_work,78
342,5681,Jeju,1931.0,2,female,1947,4,3,non-religious,153,3,employed,71
343,5695,Seoul,1013.0,1,female,1954,3,2,non-religious,0,0,no_intention_to_work,64
344,5709,Seoul,3259.0,2,male,1942,5,1,non-religious,951,1,employed,76
345,5717,Seoul,4793.0,5,male,1975,5,1,religious,232,4,employed,43
346,5737,Seoul,883.0,1,female,1944,3,3,religious,0,0,no_intention_to_work,74
347,5763,Kyeong-gi,634.0,1,female,1935,2,2,religious,0,0,no_intention_to_work,83
348,5777,Seoul,1141.0,1,female,1936,4,2,religious,0,0,no_intention_to_work,82
349,5790,Jeju,1097.0,1,female,1959,5,3,religious,421,3,employed,59
350,5804,Seoul,2411.0,2,male,1945,3,1,non-religious,941,1,employed,73
351,5830,Seoul,8486.0,2,male,1963,5,1,religious,873,1,employed,55
352,5844,Seoul,6962.0,3,male,1955,7,1,non-religious,0,0,prepare_to_apply_job,63
353,5850,Seoul,17314.9,3,male,1981,7,1,religious,312,7,employed,37
354,5864,Chong-nam,1954.0,1,male,1956,4,1,non-religious,0,0,no_intention_to_work,62
355,5918,Seoul,1439.0,2,female,1940,3,2,religious,0,0,no_intention_to_work,78
356,5932,Jeju,706.0,1,female,1939,2,2,religious,0,0,no_intention_to_work,79
357,5985,Jeju,13615.0,2,male,1952,5,1,non-religious,611,1,employed,66
358,5999,Seoul,6901.0,4,male,1956,5,1,religious,873,1,employed,62
359,6013,Seoul,13158.0,5,male,1963,5,1,religious,772,3,employed,55
360,6027,Seoul,2295.0,2,male,1939,5,1,religious,0,0,no_intention_to_work,79
361,6045,Seoul,11304.0,3,male,1967,7,1,non-religious,312,10,employed,51
362,6057,Jeju,4688.0,3,male,1970,5,5,non-religious,762,1,employed,48
363,6073,Seoul,2142.0,2,male,1948,3,1,non-religious,910,1,employed,70
364,6078,Seoul,7325.0,2,male,1981,6,1,non-religious,222,10,employed,37
365,6092,Seoul,945.0,1,female,1931,2,2,religious,0,0,no_intention_to_work,87
366,6109,Kyeong-gi,13700.0,3,male,1969,7,1,non-religious,312,7,employed,49
367,6128,Seoul,7453.0,4,male,1974,5,1,non-religious,922,10,employed,44
368,6156,Seoul,14706.0,3,male,1974,8,1,non-religious,274,10,employed,44
369,6170,Jeju,9392.0,5,male,1971,7,1,religious,313,3,employed,47
370,6186,Kyeong-gi,7824.0,4,male,1969,5,1,non-religious,892,5,employed,49
371,6200,Seoul,21173.0,3,male,1970,9,1,religious,221,10,employed,48
372,6214,Kyeong-gi,11558.0,3,male,1962,7,1,non-religious,274,3,employed,56
373,6229,Seoul,2530.0,1,female,1960,9,5,religious,251,9,employed,58
374,6258,Seoul,12324.0,6,female,1957,4,3,non-religious,952,2,employed,61
375,6278,Seoul,3981.0,3,male,1949,5,1,religious,0,0,no_intention_to_work,69
376,6287,Kyeong-gi,8787.0,3,male,1974,7,1,non-religious,239,2,employed,44
377,6308,Seoul,1281.0,1,female,1940,5,2,religious,0,0,no_intention_to_work,78
378,6322,Seoul,2519.0,2,male,1941,7,1,non-religious,0,0,no_intention_to_work,77
379,6349,Seoul,1459.0,1,female,1935,3,2,religious,0,0,no_intention_to_work,83
380,6370,Seoul,8284.0,2,male,1953,7,1,religious,510,5,employed,65
381,6383,Seoul,8524.0,3,male,1952,5,1,non-religious,783,1,employed,66
382,6397,Seoul,15565.0,3,male,1952,7,1,non-religious,313,3,employed,66
383,6406,Seoul,8400.0,4,male,1979,7,1,religious,261,10,employed,39
384,6431,Seoul,857.0,1,female,1938,7,2,religious,0,0,no_intention_to_work,80
385,6446,Seoul,3808.0,1,female,1936,4,2,religious,0,0,no_intention_to_work,82
386,6463,Chong-nam,12058.0,2,male,1983,8,1,religious,312,5,employed,35
387,6477,Seoul,14273.0,4,male,1967,7,1,religious,312,10,employed,51
388,6510,Seoul,6512.0,3,male,1956,4,1,non-religious,792,3,employed,62
389,6524,Kyeong-gi,4367.0,2,male,1947,4,1,religious,611,1,employed,71
390,6538,Kyeong-gi,7296.0,5,male,1963,8,1,religious,248,1,employed,55
391,6552,Seoul,5530.0,2,male,1944,7,1,religious,942,2,employed,74
392,6586,Seoul,1480.0,1,female,1929,2,2,religious,0,0,no_intention_to_work,89
393,6600,Seoul,1528.0,1,female,1940,3,2,religious,0,0,no_intention_to_work,78
394,6633,Seoul,877.0,1,female,1972,7,5,religious,254,1,employed,46
395,6647,Seoul,2203.0,1,female,1951,2,2,religious,0,0,no_intention_to_work,67
396,6653,Seoul,11616.0,2,male,1971,6,1,non-religious,222,1,employed,47
397,6658,Kyeong-gi,8613.0,2,male,1974,6,1,non-religious,521,10,employed,44
398,6672,Seoul,2287.0,2,female,1952,6,3,religious,441,1,employed,66
399,6686,Seoul,1585.0,1,female,1952,3,2,religious,0,0,giving_up_economic_activities,66
400,6694,Kyeong-gi,1384.0,3,male,1979,5,1,religious,0,0,employed,39
401,6710,Seoul,9442.0,4,male,1977,8,1,non-religious,159,10,employed,41
402,6727,Kyeong-gi,5659.0,3,female,1963,5,2,religious,421,3,employed,55
403,6741,Seoul,14201.0,3,male,1979,7,1,non-religious,222,10,employed,39
404,6775,Seoul,1501.0,2,female,1944,4,2,religious,952,8,employed,74
405,6791,Seoul,1197.0,1,female,1942,3,1,non-religious,0,0,giving_up_economic_activities,76
406,6821,Seoul,5000.0,4,male,1974,5,1,non-religious,522,1,employed,44
407,6835,Kyeong-gi,1157.0,1,female,1942,4,2,religious,0,0,no_intention_to_work,76
408,6849,Seoul,6954.0,4,male,1981,5,1,non-religious,532,7,employed,37
409,6863,Seoul,6564.0,4,male,1975,7,1,non-religious,222,5,employed,43
410,6879,Seoul,7152.0,6,male,1964,6,1,non-religious,313,3,employed,54
411,6902,Seoul,6621.0,4,male,1977,5,1,non-religious,761,7,employed,41
412,6916,Seoul,7208.0,4,male,1961,5,1,religious,753,3,employed,57
413,6930,Seoul,12524.0,4,male,1959,5,1,non-religious,910,4,employed,59
414,6945,Seoul,6309.0,3,male,1970,7,1,non-religious,234,4,employed,48
415,6973,Seoul,13088.0,4,male,1971,5,1,religious,861,7,employed,47
416,6987,Kyeong-gi,8463.0,4,male,1973,6,1,religious,311,10,employed,45
417,7001,Kyeong-gi,6007.0,4,male,1975,7,1,non-religious,149,3,employed,43
418,7021,Seoul,9674.0,4,male,1962,7,1,religious,312,6,employed,56
419,7035,Seoul,9199.0,5,male,1968,7,1,non-religious,761,5,employed,50
420,7049,Seoul,6779.0,4,male,1973,5,1,religious,431,1,employed,45
421,7064,Seoul,2583.0,4,male,1975,6,1,non-religious,521,1,employed,43
422,7078,Seoul,3647.0,4,male,1978,5,1,religious,771,3,employed,40
423,7102,Seoul,2636.0,2,male,1961,5,1,non-religious,873,1,employed,57
424,7103,Seoul,2604.0,1,male,1993,6,5,non-religious,441,1,employed,25
425,7117,Seoul,10963.0,3,male,1972,7,1,non-religious,312,8,employed,46
426,7199,Seoul,4063.0,6,male,1974,5,1,non-religious,0,0,employed,44
427,7213,Seoul,7205.0,3,male,1953,5,1,non-religious,521,1,employed,65
428,7215,Seoul,8094.0,2,male,1979,7,1,religious,222,7,employed,39
429,7245,Seoul,9339.0,5,male,1952,5,1,religious,510,2,employed,66
430,7259,Seoul,5577.0,3,male,1946,4,1,religious,0,0,giving_up_economic_activities,72
431,7265,Kyeong-gi,5471.0,4,male,1975,5,1,religious,921,9,employed,43
432,7279,Seoul,11613.0,5,male,1961,5,1,religious,782,1,employed,57
433,7293,Kyeong-gi,7222.0,3,male,1974,7,1,non-religious,312,8,employed,44
434,7319,Seoul,8872.0,4,male,1947,5,1,religious,942,7,employed,71
435,7333,Seoul,6124.0,4,male,1943,8,1,religious,0,0,giving_up_economic_activities,75
436,7347,Seoul,1404.0,1,female,1942,2,2,religious,0,0,no_intention_to_work,76
437,7377,Seoul,1279.0,2,male,1945,3,3,non-religious,0,0,giving_up_economic_activities,73
438,7384,Seoul,3929.0,3,male,1941,2,1,non-religious,0,0,employed,77
439,7398,Seoul,1432.0,1,female,1934,2,2,religious,0,0,no_intention_to_work,84
440,7425,Seoul,1104.0,1,female,1937,2,2,religious,0,0,no_intention_to_work,81
441,7452,Kyeong-gi,1534.0,1,female,1935,4,1,non-religious,0,0,no_intention_to_work,83
442,7479,Seoul,951.0,1,male,1942,3,3,religious,941,1,employed,76
443,7480,Chong-nam,5868.0,4,male,1971,4,3,non-religious,762,3,employed,47
444,7515,Seoul,1205.0,1,male,1944,3,3,non-religious,0,0,no_intention_to_work,74
445,7529,Seoul,2326.0,2,male,1958,3,4,non-religious,0,0,no_intention_to_work,60
446,7545,Seoul,1332.0,2,female,1943,3,1,religious,0,0,no_intention_to_work,75
447,7559,Seoul,1161.0,1,female,1941,2,2,non-religious,0,0,no_intention_to_work,77
448,7573,Seoul,6080.0,2,male,1951,5,3,non-religious,0,0,no_intention_to_work,67
449,7590,Kyeong-gi,6368.0,2,male,1946,7,1,non-religious,0,0,no_intention_to_work,72
450,7612,Seoul,14003.0,3,male,1962,7,1,religious,252,10,employed,56
451,7626,Seoul,144.0,1,female,1947,5,1,religious,0,0,no_intention_to_work,71
452,7701,Seoul,7343.0,4,male,1967,6,1,religious,521,1,employed,51
453,7715,Seoul,1398.0,1,male,1945,4,2,non-religious,0,0,no_intention_to_work,73
454,7731,Seoul,2183.0,2,male,1939,3,1,non-religious,0,0,no_intention_to_work,79
455,7745,Seoul,8221.0,5,female,1969,5,1,religious,510,4,employed,49
456,7759,Gang-won & Chung-buk,2291.0,2,male,1946,3,1,non-religious,0,0,no_intention_to_work,72
457,7770,Kyeong-gi,5100.0,5,male,1979,5,1,non-religious,752,4,employed,39
458,7784,Seoul,5661.0,4,male,1954,4,1,religious,941,3,employed,64
459,7798,Seoul,1153.0,1,female,1940,3,1,religious,0,0,not_capable,78
460,7812,Seoul,1324.0,1,female,1939,2,2,religious,0,0,no_intention_to_work,79
461,7827,Seoul,10223.0,3,female,1965,5,4,non-religious,246,10,employed,53
462,7841,Chong-nam,5368.0,4,male,1976,5,1,non-religious,841,8,employed,42
463,7855,Seoul,384.0,1,female,1950,4,2,religious,941,1,employed,68
464,7886,Seoul,5362.0,3,female,1963,5,2,non-religious,421,1,employed,55
465,7896,Gang-won & Chung-buk,6547.0,4,male,1980,6,1,non-religious,753,10,employed,38
466,7910,Kyeong-gi,11763.0,5,male,1960,7,1,non-religious,235,1,employed,58
468,7949,Seoul,2656.0,3,male,1941,5,1,non-religious,0,0,no_intention_to_work,77
469,7967,Seoul,1155.0,1,female,1938,3,2,religious,0,0,no_intention_to_work,80
470,7981,Seoul,4203.0,4,male,1942,5,1,non-religious,0,0,no_intention_to_work,76
471,7995,Kyeong-gi,247.0,3,female,1967,5,2,religious,0,0,no_intention_to_work,51
472,8002,Kyeong-gi,5113.0,4,male,1992,7,1,non-religious,320,10,employed,26
473,8017,Seoul,5773.0,3,male,1970,5,1,non-religious,783,2,employed,48
474,8031,Seoul,1712.0,3,male,1941,3,1,non-religious,0,0,no_intention_to_work,77
475,8061,Seoul,2053.0,1,female,1944,4,2,religious,0,0,no_intention_to_work,74
476,8080,Seoul,3024.0,2,male,1953,3,1,religious,0,0,giving_up_economic_activities,65
477,8094,Kyeong-gi,7449.0,4,male,1977,8,1,non-religious,239,10,employed,41
478,8108,Kyeong-gi,9610.0,5,male,1973,5,1,religious,510,10,employed,45
479,8135,Seoul,8384.0,4,male,1971,5,1,religious,521,1,employed,47
480,8149,Seoul,1271.0,1,female,1932,4,2,religious,0,0,no_intention_to_work,86
481,8163,Kyeong-gi,6004.0,1,female,1964,6,5,non-religious,422,1,employed,54
482,8177,Seoul,1809.0,1,female,1940,5,2,religious,999,3,employed,78
483,8191,Seoul,634.0,1,female,1929,2,2,religious,0,0,no_intention_to_work,89
484,8205,Kyeong-gi,6695.0,4,male,1976,6,1,non-religious,510,4,employed,42
485,8219,Seoul,1431.0,1,female,1933,3,2,religious,999,3,employed,85
486,8235,Seoul,5300.0,5,male,1976,6,1,non-religious,285,1,employed,42
487,8256,Seoul,11428.0,4,male,1978,7,1,religious,241,1,employed,40
488,8269,Seoul,7084.0,1,female,1981,7,5,religious,320,7,employed,37
489,8287,Kyeong-gi,11684.0,5,male,1968,7,1,non-religious,411,10,employed,50
490,8313,Seoul,8397.0,4,male,1954,7,1,religious,0,0,giving_up_economic_activities,64
491,8327,Seoul,4932.0,3,male,1957,4,1,non-religious,952,2,employed,61
492,8335,Kyeong-gi,7088.0,4,male,1984,6,1,non-religious,246,2,employed,34
493,8368,Seoul,15997.0,4,male,1963,7,1,non-religious,442,1,employed,55
494,8383,Seoul,14877.0,3,male,1942,8,1,religious,0,0,giving_up_economic_activities,76
495,8398,Seoul,3724.0,1,female,1929,2,2,non-religious,0,0,no_intention_to_work,89
496,8412,Kyeong-gi,5739.0,1,male,1940,7,2,religious,0,0,no_intention_to_work,78
497,8438,Kyeong-gi,15243.0,3,male,1970,7,1,non-religious,222,4,employed,48
498,8449,Seoul,3828.0,1,female,1943,4,2,religious,0,0,no_intention_to_work,75
499,8464,Seoul,9961.0,4,male,1953,7,1,religious,231,3,employed,65
500,8493,Seoul,4137.0,2,male,1936,7,1,religious,0,0,no_intention_to_work,82
501,8507,Seoul,3094.0,1,male,1936,7,2,religious,0,0,no_intention_to_work,82
502,8522,Seoul,4584.0,2,male,1932,5,1,non-religious,0,0,no_intention_to_work,86
503,8536,Seoul,10561.0,3,male,1966,5,1,non-religious,411,10,employed,52
504,8555,Seoul,18813.0,4,male,1966,7,1,religious,223,10,employed,52
505,8571,Seoul,7056.0,4,male,1963,7,1,non-religious,312,1,employed,55
506,8602,Seoul,10370.0,3,male,1967,7,1,religious,0,0,employed,51
507,8618,Seoul,9039.0,3,male,1951,5,1,non-religious,873,1,employed,67
508,8632,Seoul,2331.0,1,female,1949,3,2,religious,0,0,no_intention_to_work,69
509,8655,Seoul,7352.0,3,male,1965,5,1,non-religious,313,3,employed,53
510,8672,Seoul,3537.0,1,male,1957,5,4,religious,873,1,employed,61
511,8676,Kyeong-gi,3465.0,2,female,1962,5,4,non-religious,441,1,employed,56
512,8697,Jeju,15903.0,4,male,1974,7,1,non-religious,811,1,employed,44
513,8731,Seoul,19251.0,6,male,1971,7,1,non-religious,139,2,employed,47
514,8759,Seoul,6427.0,4,male,1957,7,1,religious,0,0,giving_up_economic_activities,61
515,8800,Seoul,19043.0,4,male,1961,8,1,religious,141,7,employed,57
516,8814,Gang-won & Chung-buk,8339.0,4,male,1971,7,1,non-religious,312,10,employed,47
517,8823,Gang-won & Chung-buk,2370.0,1,female,1949,4,2,religious,0,0,giving_up_economic_activities,69
518,8837,Seoul,2430.0,1,female,1936,7,2,religious,0,0,no_intention_to_work,82
519,8858,Kyeong-gi,1129.0,2,male,1942,5,5,non-religious,0,0,no_intention_to_work,76
520,8878,Seoul,2333.0,1,female,1957,2,3,religious,941,4,employed,61
521,8894,Seoul,8150.0,3,male,1980,5,1,non-religious,222,5,employed,38
522,8910,Kyeong-gi,11287.0,3,male,1965,5,1,non-religious,441,1,employed,53
523,8924,Kyeong-gi,16673.0,5,female,1956,5,3,non-religious,0,0,house_worker,62
524,8939,Kyeong-gi,16224.0,5,male,1972,7,1,non-religious,320,7,employed,46
525,8954,Seoul,1238.0,1,female,1938,3,2,religious,0,0,no_intention_to_work,80
526,8968,Kyeong-gi,1629.0,2,male,1940,5,1,non-religious,0,0,no_intention_to_work,78
527,8989,Seoul,1931.0,1,female,1939,2,2,religious,521,1,employed,79
528,9007,Seoul,2227.0,2,male,1933,3,1,non-religious,0,0,no_intention_to_work,85
529,9021,Seoul,6190.0,4,male,1950,4,1,non-religious,0,0,no_intention_to_work,68
530,9045,Seoul,4811.0,2,male,1946,4,1,non-religious,152,1,employed,72
531,9060,Seoul,12156.0,4,male,1979,7,1,religious,135,10,employed,39
532,9075,Seoul,3304.0,2,male,1930,7,1,religious,0,0,no_intention_to_work,88
533,9094,Seoul,941.0,1,female,1940,2,2,religious,0,0,house_worker,78
534,9122,Kyeong-gi,3109.0,2,male,1942,5,1,religious,922,1,employed,76
535,9135,Kyeong-gi,8490.0,4,male,1972,5,1,religious,873,4,employed,46
536,9155,Seoul,2370.0,1,female,1949,3,2,non-religious,0,0,no_intention_to_work,69
537,9163,Seoul,5569.0,5,male,1981,6,1,non-religious,312,7,employed,37
538,9177,Seoul,2429.0,2,male,1948,4,1,religious,0,0,giving_up_economic_activities,70
539,9191,Seoul,4722.0,3,male,1958,7,1,religious,922,1,employed,60
540,9212,Seoul,4757.0,3,male,1936,4,1,non-religious,0,0,no_intention_to_work,82
541,9238,Seoul,2047.0,2,male,1939,3,1,religious,0,0,no_intention_to_work,79
542,9252,Seoul,2140.0,2,male,1938,4,1,non-religious,0,0,no_intention_to_work,80
543,9264,Seoul,3682.0,2,female,1976,5,3,non-religious,247,3,employed,42
544,9294,Seoul,1883.0,3,male,1943,6,1,non-religious,0,0,no_intention_to_work,75
545,9309,Seoul,2583.0,1,female,1939,5,2,religious,0,0,no_intention_to_work,79
546,9328,Seoul,2591.0,2,male,1949,4,1,non-religious,0,0,no_intention_to_work,69
547,9340,Kyeong-gi,7634.0,4,male,1978,5,1,non-religious,271,1,employed,40
548,9350,Seoul,4660.0,4,male,1979,5,1,non-religious,441,2,employed,39
549,9355,Seoul,4856.0,4,male,1981,5,1,religious,873,1,employed,37
550,9386,Seoul,5771.0,4,female,1963,4,2,non-religious,951,1,employed,55
551,9400,Seoul,763.0,1,female,1940,2,2,religious,0,0,no_intention_to_work,78
552,9414,Seoul,1453.0,1,female,1975,6,5,religious,399,3,employed,43
553,9422,Kyeong-gi,4114.0,2,male,1986,7,1,non-religious,312,1,employed,32
554,9428,Seoul,6320.0,4,male,1985,7,1,non-religious,510,9,employed,33
555,9442,Kyeong-gi,2568.0,2,female,1968,5,1,religious,399,2,employed,50
556,9460,Seoul,10414.0,4,male,1960,5,1,religious,873,7,employed,58
557,9474,Seoul,4973.0,3,female,1947,2,2,religious,941,7,employed,71
558,9488,Seoul,3150.0,2,female,1942,3,2,non-religious,941,3,employed,76
559,9502,Seoul,3679.0,1,female,1931,4,2,religious,0,0,not_capable,87
560,9516,Seoul,2037.0,2,male,1937,3,1,non-religious,0,0,giving_up_economic_activities,81
561,9536,Seoul,10760.0,3,male,1954,6,1,non-religious,873,4,employed,64
562,9537,Seoul,8292.0,2,male,1983,7,1,non-religious,510,7,employed,35
563,9562,Seoul,5034.0,2,male,1961,5,2,non-religious,942,3,employed,57
564,9576,Chong-nam,1086.0,2,female,1952,2,1,religious,0,0,nursing,66
565,9594,Kyeong-gi,9716.0,4,male,1973,6,1,non-religious,761,1,employed,45
566,9616,Chong-nam,18342.0,4,male,1966,7,1,non-religious,311,10,employed,52
567,9630,Seoul,4340.0,1,female,1975,6,5,non-religious,313,7,employed,43
568,9714,Seoul,4034.0,1,male,1975,7,5,non-religious,799,3,employed,43
569,9722,Seoul,4538.0,2,female,1979,6,3,non-religious,222,4,employed,39
570,9737,Seoul,6261.0,4,male,1978,7,1,religious,312,5,employed,40
571,9758,Seoul,4303.0,1,female,1981,8,5,religious,252,6,employed,37
572,9773,Seoul,3549.0,3,male,1974,5,5,non-religious,953,3,employed,44
573,9786,Gang-won & Chung-buk,4177.0,3,male,1967,6,1,religious,441,1,employed,51
574,9820,Seoul,3254.0,3,female,1956,4,3,non-religious,0,0,giving_up_economic_activities,62
575,9834,Seoul,2894.0,1,female,1959,4,3,religious,951,1,employed,59
576,9850,Seoul,8177.0,4,male,1964,5,1,religious,841,3,employed,54
577,9869,Kyeong-gi,3044.0,1,female,1956,5,4,religious,441,2,employed,62
578,9879,Kyeong-gi,12919.0,4,male,1979,8,1,religious,239,10,employed,39
579,9883,Kyeong-gi,4985.0,4,male,1986,7,1,religious,314,1,employed,32
580,9897,Seoul,2778.0,3,male,1947,5,1,non-religious,823,1,employed,71
581,9908,Kyeong-gi,7170.0,4,male,1971,7,1,religious,752,9,employed,47
582,9927,Seoul,822.0,1,male,1947,5,3,non-religious,0,0,no_intention_to_work,71
583,9954,Seoul,8036.0,4,male,1970,5,1,religious,312,3,employed,48
584,9966,Seoul,1439.0,1,female,1936,4,2,religious,0,0,no_intention_to_work,82
585,9995,Seoul,8379.0,4,male,1957,5,1,non-religious,823,1,employed,61
586,10009,Seoul,3523.0,3,female,1966,4,3,religious,952,1,employed,52
587,10028,Seoul,2107.0,2,male,1945,4,1,religious,0,0,giving_up_economic_activities,73
588,10042,Kyeong-gi,16285.0,3,male,1953,8,1,non-religious,0,0,no_intention_to_work,65
589,10059,Kyeong-gi,4684.0,2,male,1946,7,1,religious,0,0,no_intention_to_work,72
590,10098,Seoul,1117.0,1,female,1948,4,5,religious,0,0,giving_up_economic_activities,70
591,10120,Seoul,3286.0,2,male,1946,4,1,non-religious,612,3,employed,72
592,10134,Seoul,7500.0,3,male,1960,5,1,religious,762,2,employed,58
593,10135,Seoul,9408.0,2,male,1983,7,1,non-religious,222,9,employed,35
594,10157,Seoul,1018.0,1,male,1939,5,3,religious,0,0,no_intention_to_work,79
595,10171,Seoul,5485.0,2,female,1959,5,1,non-religious,0,0,employed,59
596,10196,Seoul,1096.0,1,male,1937,5,2,religious,922,7,employed,81
597,10210,Seoul,1251.0,1,female,1975,5,5,religious,0,0,giving_up_economic_activities,43
598,10227,Seoul,7725.0,4,female,1973,5,1,religious,521,1,employed,45
599,10247,Seoul,6100.0,4,male,1967,6,1,religious,245,7,employed,51
600,10261,Seoul,10548.0,6,male,1963,5,1,religious,782,3,employed,55
601,10275,Seoul,2009.0,1,male,1949,3,3,non-religious,0,0,employed,69
602,10290,Seoul,6251.0,4,female,1957,3,2,religious,941,2,employed,61
603,10306,Seoul,1161.0,1,male,1955,5,5,religious,0,0,giving_up_economic_activities,63
